Item,Ticket,Zone_CO,Facility_Name,Start_Date,Time1,End_Date,Time2,Open_Closed,Outage_Type_and_Cause
3483,583264,AE       ,XFMR CARDIFF  230 KV  CARDIFF  T6       XFORMER ,25-MAY-2015,0600,26-MAY-2015,1800,O, Received 12/08/2014 14:45 
3483,583264,AE       ,BRKR CARDIFF  138 KV  CARDIFF  N            CB  ,25-MAY-2015,0600,26-MAY-2015,1800,O,Continuous                
3483,583264,AE       ,BRKR LEWIS    138 KV  LEWIS    OCB V        CB  ,25-MAY-2015,0600,26-MAY-2015,1800,O,CB Maintenance            
3483,583264,AE       ,BRKR CARDIFF  230 KV  CARDIFF  MOD FR       DIS ,25-MAY-2015,0600,26-MAY-2015,1800,O,Other                     
3483,583264,AE       ,LINE CARDIFF  138 KV  LEWIS  -CARDIFF  1418     ,25-MAY-2015,0600,26-MAY-2015,1800,O,                           
3484,583347,AE       ,BRKR CORSON   69 KV   CORSON 69 KV OCB C CBBUS  ,25-MAY-2015,0600,25-MAY-2015,1800,O, Received 12/08/2014 14:44 
3484,583347,AE       ,BRKR SEAISLE  69 KV   SEAISLE  A            CB  ,25-MAY-2015,0600,25-MAY-2015,1800,O,Continuous                
3484,583347,AE       ,LINE CORSON   69 KV   CORSON -SEAISLE  0780     ,25-MAY-2015,0600,25-MAY-2015,1800,O,Relay Maintenance Impact 
3485,573889,DPL      ,CAP  CHURCH   138 KV  CHURCH CAP1 CAPACITOR     ,25-MAY-2015,0700,28-MAY-2015,1700,O, Received 12/30/2014 07:26 
3485,573889,DPL      ,CAP  CHURCH   138 KV  CHURCH CAP2 CAPCITOR      ,25-MAY-2015,0700,28-MAY-2015,1700,O,Continuous                
3485,573889,DPL      ,BRKR CHURCH   138 KV  CHURCH 130 CB             ,25-MAY-2015,0700,28-MAY-2015,1700,O,Other                     
3485,573889,DPL      ,BRKR CHURCH   138 KV  CHURCH 131 CB             ,25-MAY-2015,0700,28-MAY-2015,1700,O,                           
3485,573889,DPL      ,BRKR CHURCH   138 KV  CHURCH M-CS2 DIS          ,25-MAY-2015,0700,28-MAY-2015,1700,O,                           
3486,586584,DPL      ,BRKR HARMONY  138 KV  HARMONY  131           CB ,25-MAY-2015,0700,29-MAY-2015,1600,O, Received 01/16/2015 16:14 
3486,586584,DPL      ,BRKR HARMONY  138 KV  HARMONY  132           CB ,25-MAY-2015,0700,29-MAY-2015,1600,O,Continuous                
3486,586584,DPL      ,BRKR CHAPELST 138 KV  CHAPELST 13821-L2   DIS   ,25-MAY-2015,0700,29-MAY-2015,1600,O,Other                     
3486,586584,DPL      ,LINE CHAPELST 138 KV  CHAPELST-HARMONY 13821    ,25-MAY-2015,0700,29-MAY-2015,1600,O,                           
3487,586585,DPL      ,BRKR CARRCROF 138 KV  CARRCROF 13824-L2      CB ,25-MAY-2015,0700,29-MAY-2015,1600,O, Received 01/16/2015 16:14 
3487,586585,DPL      ,BRKR CARRCROF 138 KV  CARRCROF 140           CB ,25-MAY-2015,0700,29-MAY-2015,1600,O,Continuous                
3487,586585,DPL      ,BRKR CARRCROF 138 KV  CARRCROF 141           CB ,25-MAY-2015,0700,29-MAY-2015,1600,O,Other                     
3487,586585,DPL      ,BRKR EDGEMOOR 138 KV  EDGEMOOR 3-8           CB ,25-MAY-2015,0700,29-MAY-2015,1600,O,                           
3487,586585,DPL      ,BRKR EDGEMOOR 138 KV  EDGEMOOR 3-3           CB ,25-MAY-2015,0700,29-MAY-2015,1600,O,                           
3487,586585,DPL      ,BRKR EDGEMOOR 138 KV  EDGEMOOR 13824-L1      CB ,25-MAY-2015,0700,29-MAY-2015,1600,O,                           
3487,586585,DPL      ,LINE CARRCROF 138 KV  CARRCROF-EDGEMOOR 13824   ,25-MAY-2015,0700,29-MAY-2015,1600,O,                           
3488,572433,APSS     ,LINE ALBRIGHT 138 KV  ALBRIGHT-GARRETT          ,25-MAY-2015,0800,19-JUN-2015,1600,O, Received 12/23/2014 08:18 
3488,572433,APSS     ,BRKR ALBRIGHT 138 KV  ALBRIGHT GARRETT      CB  ,25-MAY-2015,0800,19-JUN-2015,1600,O,Continuous                
3488,572433,APSS     ,BRKR GARRETT  138 KV  GARRETT  ALBRIGHT     DIS ,25-MAY-2015,0800,19-JUN-2015,1600,O,Repair/Replace Tower      
3488,572433,         ,                                                ,           ,    ,           ,    , ,Inspection/Maintenance    
3489,585793,FECL     ,XFMR LLOYD    138 KV  LLOYD    2        XFORMER ,25-MAY-2015,0800,29-MAY-2015,1600,O, Received 02/23/2015 14:25 
3489,585793,FECL     ,BRKR LLOYD    138 KV  LLOYD    Q2_T         CB  ,25-MAY-2015,0800,29-MAY-2015,1600,O,Continuous                
3489,585793,FECL     ,LINE LLOYD    138 KV  LLOYD   -LAMONT   LLO-LAM2,25-MAY-2015,0800,29-MAY-2015,1600,O,CB Maintenance            
3490,587135,AEP      ,BRKR HARTFORD 138 KV  HARTFORD F            CB  ,25-MAY-2015,0800,29-MAY-2015,1600,O, Received 01/22/2015 14:55 
3490,587135,AEP      ,BRKR VALLEYIM 138 KV  VALLEYIM J            CB  ,25-MAY-2015,0800,29-MAY-2015,1600,O,Continuous                
3490,587135,AEP      ,LINE HARTFORD 138 KV  HARTFORD-VALLEYIM         ,25-MAY-2015,0800,29-MAY-2015,1600,O,New Construction          
3491,587353,PN       ,LINE HOMERCIT 345 KV  HOMERCIT-WATERCUR HCWC TIE,25-MAY-2015,0800,29-MAY-2015,1600,O, Received 01/23/2015 15:33 
3491,587353,PN       ,BRKR HOMERCIT 345 KV  HOMERCIT DUM18177         ,25-MAY-2015,0800,29-MAY-2015,1600,O,Continuous - No Weekends  
3491,587353,UPNY     ,BRKR WATERCUR 345 KV  WATERCUR 3046         DIS ,25-MAY-2015,0800,29-MAY-2015,1600,O,New Construction          
3491,587353,PN       ,BRKR HOMERCIT 345 KV  HOMERCIT 307          CB  ,25-MAY-2015,0800,29-MAY-2015,1600,O,Cut-in                    
3491,587353,PN       ,BRKR HOMERCIT 345 KV  HOMERCIT 308          CB  ,25-MAY-2015,0800,29-MAY-2015,1600,O,                           
3491,587353,PN       ,BRKR HOMERCIT 345 KV  HOMERCIT DUM2 DIS         ,25-MAY-2015,0800,29-MAY-2015,1600,O,                           
3491,587353,UPNY     ,BRKR WATERCUR 345 KV  WATERCUR DUM2 DIS         ,25-MAY-2015,0800,29-MAY-2015,1600,O,                           
3491,587353,UPNY     ,BRKR WATERCUR 345 KV  WATERCUR DUM1 DIS         ,25-MAY-2015,0800,29-MAY-2015,1600,O,                           
3492,588536,AEP      ,BRKR KAMMER2  345 KV  KAMMER2  DD           CB  ,25-MAY-2015,0800,05-JUN-2015,1600,O, Received 03/30/2015 12:31 
3492,588536,AEP      ,BRKR KAMMER2  345 KV  KAMMER2  DD1          CB  ,25-MAY-2015,0800,05-JUN-2015,1600,O,Continuous                
3492,588536,AEP      ,BRKR TIDD_AEP 345 KV  TIDD_AEP BB           CB  ,25-MAY-2015,0800,05-JUN-2015,1600,O,New Construction          
3492,588536,AEP      ,BRKR TIDD_AEP 345 KV  TIDD_AEP BB2          CB  ,25-MAY-2015,0800,05-JUN-2015,1600,O,Cut-in                    
3492,588536,AEP      ,BRKR WBELLAI2 345 KV  WBELLAI2 KAMM         DIS ,25-MAY-2015,0800,05-JUN-2015,1600,O,                           
3492,588536,AEP      ,BRKR WBELLAI2 345 KV  WBELLAI2 TIDD         DIS ,25-MAY-2015,0800,05-JUN-2015,1600,O,                           
3492,588536,AEP      ,LINE KAMMER2  345 KV  KAMMER-WBELLAIRE 345 KV   ,25-MAY-2015,0800,05-JUN-2015,1600,O,                           
3492,588536,AEP      ,LINE TIDD_AEP 345 KV  TIDD_AEP-WBELLAI2         ,25-MAY-2015,0800,05-JUN-2015,1600,O,                           
3493,592880,FECL     ,BRKR EASTLAKE 345 KV  EASTLAKE S741         CB  ,25-MAY-2015,0800,25-MAY-2015,1600,C, Received 03/19/2015 16:48 
3493,592880,         ,                                                ,           ,    ,           ,    , ,Continuous                
3493,592880,         ,                                                ,           ,    ,           ,    , ,Other                     
3494,593523,FECL     ,XFMR LAKESHOR 138 KV  LAKESHOR TR18     XFORMER ,25-MAY-2015,0800,29-MAY-2015,1600,O, Received 03/25/2015 15:06 
3494,593523,FECL     ,BRKR LAKESHOR 138 KV  LAKESHOR Q21          CB  ,25-MAY-2015,0800,29-MAY-2015,1600,O,Continuous                
3494,593523,FECL     ,BRKR LAKESHOR 138 KV  LAKESHOR Q18_2        CB  ,25-MAY-2015,0800,29-MAY-2015,1600,O,Other                     
3494,593523,FECL     ,BRKR LAKESHOR 138 KV  LAKESHOR Q18_1        CB  ,25-MAY-2015,0800,29-MAY-2015,1600,O,                           
3494,593523,FECL     ,BRKR LAKESHOR 138 KV  LAKESHOR Q18_T        CB  ,25-MAY-2015,0800,29-MAY-2015,1600,O,                           
3494,593523,FECL     ,LINE LAKESHOR 138 KV  04LKSHOR-02LAKERD         ,25-MAY-2015,0800,29-MAY-2015,1600,O,                           
3495,594448,AEP      ,BRKR LINCOLN2 138 KV  LINCOLN2 B            CB  ,25-MAY-2015,0800,29-MAY-2015,1600,O, Received 03/27/2015 17:01 
3495,594448,AEP      ,BRKR NDELPHOS 138 KV  NDELPHOS W            DIS ,25-MAY-2015,0800,29-MAY-2015,1600,O,Continuous                
3495,594448,AEP      ,LINE NDELPHOS 138 KV  NDELPHOS-LINCOLN2         ,25-MAY-2015,0800,29-MAY-2015,1600,O,New Construction          
3496,594472,PE       ,XFMR SWARK    69 KV   SWARK    SWK 6TR  XFORMER ,25-MAY-2015,0800,27-MAY-2015,1600,O, Received 03/30/2015 14:18 
3496,594472,PE       ,BRKR PACKER   69 KV   PACKER   347 DIS          ,25-MAY-2015,0800,27-MAY-2015,1600,O,Continuous                
3496,594472,PE       ,BRKR SWARK    69 KV   SWARK    6634 DIS         ,25-MAY-2015,0800,27-MAY-2015,1600,O,Relay Replacement No impa
3496,594472,PE       ,LINE PACKER   69 KV   PACKER-SWARK 6634         ,25-MAY-2015,0800,27-MAY-2015,1600,O,                           
3496,594472,PE       ,BRKR SWARK    69 KV   SWARK    125 CB           ,25-MAY-2015,0800,27-MAY-2015,1600,O,                           
3496,594472,PE       ,BRKR SWARK    69 KV   SWARK    DUMT6DIS     DIS ,25-MAY-2015,0800,27-MAY-2015,1600,O,                           
3496,594472,PE       ,BRKR SWARK    69 KV   SWARK    355 CB       CB  ,25-MAY-2015,0800,27-MAY-2015,1600,O,                           
3496,594472,PE       ,BRKR WAVERLY1 69 KV   WAVERLY1 DUMSWARK     DIS ,25-MAY-2015,0800,27-MAY-2015,1600,O,                           
3496,594472,PE       ,LINE SWARK    69 KV   SWARK-WAVERLY1            ,25-MAY-2015,0800,27-MAY-2015,1600,O,                           
3497,594785,FE       ,BRKR GARDENOE 138 KV  GARDENOE 6            CB  ,25-MAY-2015,0800,27-MAY-2015,1600,O, Received 03/30/2015 14:39 
3497,594785,FE       ,BRKR GARDENOE 138 KV  GARDENOE A 8          DIS ,25-MAY-2015,0800,27-MAY-2015,1600,C,Continuous                
3497,594785,         ,                                                ,           ,    ,           ,    , ,CB Maintenance            
3498,572092,DOM-E    ,BRKR GREENWCH 230 KV  GREENWCH 201952       CB  ,25-MAY-2015,0930,29-MAY-2015,1600,O, Received 02/05/2015 14:39 
3498,572092,DOM-E    ,BRKR GREENWCH 230 KV  GREENWCH 245T2019     CB  ,25-MAY-2015,0930,29-MAY-2015,1600,O,Continuous                
3498,572092,DOM-E    ,BRKR THALIA   230 KV  THALIA   201969       DIS ,25-MAY-2015,0930,29-MAY-2015,1600,O,Repair/Replace Tower      
3498,572092,DOM-E    ,LINE THALIA   230 KV  THALIA  -GREENWCH 2019A   ,25-MAY-2015,0930,29-MAY-2015,1600,O,                           
3499,562075,PE       ,XFMR CROYDON  230 KV  CROYDON  CROY 1   XFORMER ,25-MAY-2015,2200,27-MAY-2015,1400,O, Received 03/25/2015 14:00 
3499,562075,PE       ,BRKR CROYDON  230 KV  CROYDON  215 CB           ,25-MAY-2015,2200,27-MAY-2015,1400,O,Continuous                
3499,562075,PE       ,BRKR CROYDON  230 KV  CROYDON  135 CB           ,25-MAY-2015,2200,27-MAY-2015,1400,O,Relay Replacement No impa
3499,562075,PE       ,BRKR CROYDON  230 KV  CROYDON  BRKR 230 015     ,25-MAY-2015,2200,27-MAY-2015,1400,O,                           
3499,562075,PS-S     ,LINE BURLINGT 230 KV  BURLING-CROYDON D-220-30-5,25-MAY-2015,2200,27-MAY-2015,1400,O,                           
3500,566878,DUQU     ,BRKR VALL DUQ 138 KV  VALL DUQ Z-81         CB  ,26-MAY-2015,0100,12-JUN-2015,1800,O, Received 03/20/2015 10:29 
3500,566878,DUQU     ,BRKR RACC DUQ 138 KV  RACC DUQ Z-81 CB          ,26-MAY-2015,0100,12-JUN-2015,1800,O,Continuous                
3500,566878,DUQU     ,LINE RACC DUQ 138 KV  RACC DUQ-VALL DUQ Z-81    ,26-MAY-2015,0100,12-JUN-2015,1800,O,Other                     
3501,566880,DUQU     ,BRKR AES DUQ  138 KV  AES DUQ  DUMVAL       DIS ,26-MAY-2015,0100,12-JUN-2015,1800,O, Received 03/20/2015 10:30 
3501,566880,DUQU     ,BRKR AES DUQ  138 KV  AES DUQ  DUMRAC       DIS ,26-MAY-2015,0100,12-JUN-2015,1800,O,Continuous                
3501,566880,DUQU     ,BRKR RACC DUQ 138 KV  RACC DUQ AES DUQ      CB  ,26-MAY-2015,0100,12-JUN-2015,1800,O,Other                     
3501,566880,DUQU     ,LINE AES DUQ  138 KV  AES DUQ-VALLEY Z-83       ,26-MAY-2015,0100,12-JUN-2015,1800,O,                           
3501,566880,DUQU     ,LINE AES DUQ  138 KV  AES DUQ-RACCOON Z-83      ,26-MAY-2015,0100,12-JUN-2015,1800,O,                           
3501,566880,DUQU     ,BRKR VALL DUQ 138 KV  VALL DUQ Z-83         CB  ,26-MAY-2015,0100,12-JUN-2015,1800,O,                           
3502,591084,PS-N     ,BRKR SEWAREN  230 KV  SEWAREN 2-4 CB            ,26-MAY-2015,0200,30-MAY-2015,2300,O, Received 02/27/2015 16:03 
3502,591084,PS-N     ,BRKR SEWAREN  230 KV  SEWAREN 2-6 CB            ,26-MAY-2015,0200,30-MAY-2015,2300,O,Continuous                
3502,591084,PS-N     ,BRKR SEWAREN  230 KV  SEWAREN 2-8 CB            ,26-MAY-2015,0200,30-MAY-2015,2300,O,Disconnect/Ground Sw. Main
3502,591084,PS-N     ,BRKR SEWAREN  230 KV  SEWAREN 9-10 CB           ,26-MAY-2015,0200,30-MAY-2015,2300,O,                           
3502,591084,PS-N     ,BRKR SEWAREN  230 KV  SEWAREN 2-10 CB           ,26-MAY-2015,0200,30-MAY-2015,2300,O,                           
3503,591297,PS-N     ,BRKR ESSEX    230 KV  ESSEX    K-2211CB     CB  ,26-MAY-2015,0200,29-MAY-2015,2300,O, Revised  03/26/2015 14:22 
3503,591297,PS-N     ,BRKR STANLEYT 230 KV  STANLEYT SC5-6DIS     DIS ,26-MAY-2015,0200,29-MAY-2015,2300,O,Continuous                
3503,591297,PS-N     ,LINE ESSEX    230 KV  ESSEX-STANLEYT K-2211-5   ,26-MAY-2015,0200,29-MAY-2015,2300,O,Safety Clearance          
3504,592377,PS-S     ,BRKR NEWFREED 500 KV  NEWFREED SECT  2-8     CB ,26-MAY-2015,0200,29-MAY-2015,2300,O, Received 03/10/2015 16:29 
3504,592377,PS-S     ,BRKR NEWFREED 500 KV  NEWFREED SECT  7-8     CB ,26-MAY-2015,0200,29-MAY-2015,2300,O,Continuous                
3504,592377,PS-S     ,BRKR NEWFREED 500 KV  NEWFREED 5024          DIS,26-MAY-2015,0200,29-MAY-2015,2300,O,Repair/Replace Tower      
3504,592377,PS-S     ,BRKR SALEM    500 KV  SALEM    SECT  2-6     CB ,26-MAY-2015,0200,29-MAY-2015,2300,O,                           
3504,592377,PS-S     ,LINE NEWFREED 500 KV  NEWFREED-SALEM 5024-S     ,26-MAY-2015,0200,29-MAY-2015,2300,O,                           
3504,592377,PS-S     ,BRKR SALEM    500 KV  SALEM    DUM18409         ,26-MAY-2015,0200,29-MAY-2015,2300,O,                           
3505,592953,PEP      ,BRKR BOWIE    230 KV  BOWIE    23044B        CB ,26-MAY-2015,0200,30-MAY-2015,2100,O, Received 03/18/2015 12:58 
3505,592953,PEP      ,BRKR BURTONSV 230 KV  BURTONSV 23044B        CB ,26-MAY-2015,0200,30-MAY-2015,2100,O,Continuous                
3505,592953,PEP      ,BRKR BURTONSV 230 KV  BURTONSV 230K46B       CB ,26-MAY-2015,0200,30-MAY-2015,2100,O,Relay Maintenance No impa
3505,592953,PEP      ,LINE BOWIE    230 KV  BOWIE-BURTONSV 23044      ,26-MAY-2015,0200,30-MAY-2015,2100,O,                           
3505,592953,PEP      ,BRKR BURTONSV 230 KV  BURTONSV 23041-B      CB  ,26-MAY-2015,0200,30-MAY-2015,2100,O,                           
3505,592953,PEP      ,LINE BRIGHTON 230 KV  BRIGHTON-BURTONSV 23014   ,26-MAY-2015,0200,30-MAY-2015,2100,O,                           
3505,592953,PEP      ,BRKR BURTONSV 230 KV  BURTONSV 23014B       CB  ,26-MAY-2015,0200,30-MAY-2015,2100,O,                           
3506,488363,AE       ,BRKR FAIRTON  69 KV   FAIRTON OCB G             ,26-MAY-2015,0600,26-MAY-2015,1800,O, Received 02/27/2015 16:13 
3506,488363,AE       ,BRKR NEWPORT  69 KV   NEWPORT OCB G             ,26-MAY-2015,0600,26-MAY-2015,1800,O,Continuous                
3506,488363,AE       ,LINE FAIRTON  69 KV   FAIRTON-NEWPORT 0727      ,26-MAY-2015,0600,26-MAY-2015,1800,O,Other                     
3507,572604,COMED    ,XFMR 103 LISL 34.5 KV 103 LISLE  34TR84 CT      ,26-MAY-2015,0600,29-MAY-2015,2100,O, Received 02/11/2015 11:39 
3507,572604,COMED    ,XFMR 103 LISL 138 KV  103 LISLE  38TR84 CT      ,26-MAY-2015,0600,29-MAY-2015,2100,O,Continuous                
3507,572604,COMED    ,XFMR 103 LISL 345 KV  103 LISLE  45TR84 CT      ,26-MAY-2015,0600,29-MAY-2015,2100,O,Inspection/Maintenance    
3507,572604,COMED    ,BRKR 103 LISL 138 KV  103 LISLE 38TR84 B D      ,26-MAY-2015,0600,29-MAY-2015,2100,O,                           
3507,572604,COMED    ,BRKR 103 LISL 345 KV  103 LISLE 45BT3-4 CB      ,26-MAY-2015,0600,29-MAY-2015,2100,O,                           
3507,572604,COMED    ,BRKR 103 LISL 345 KV  103 LISLE 45L10802 M      ,26-MAY-2015,0600,29-MAY-2015,2100,O,                           
3507,572604,COMED    ,BRKR 108 LOCK 345 KV  108 LOCKP 45L10802 M      ,26-MAY-2015,0600,29-MAY-2015,2100,O,                           
3507,572604,COMED    ,LINE 103 LISL 345 KV  103 LISL-108 LOCK 10802   ,26-MAY-2015,0600,29-MAY-2015,2100,O,                           
3508,573443,COMED    ,XFMR 103 LISL 345 KV  103 LISLE  45TR84 CT      ,26-MAY-2015,0600,29-MAY-2015,2000,O, Received 02/11/2015 11:39 
3508,573443,COMED    ,BRKR 103 LISL 138 KV  103 LISLE 38TR84 B D      ,26-MAY-2015,0600,29-MAY-2015,2000,O,Continuous                
3508,573443,COMED    ,BRKR 103 LISL 345 KV  103 LISLE 45BT3-4 CB      ,26-MAY-2015,0600,29-MAY-2015,2000,O,Inspection/Maintenance    
3508,573443,COMED    ,BRKR 103 LISL 345 KV  103 LISLE 45L10802 M      ,26-MAY-2015,0600,29-MAY-2015,2000,O,                           
3508,573443,COMED    ,LINE 103 LISL 345 KV  103 LISL-108 LOCK 10802   ,26-MAY-2015,0600,29-MAY-2015,2000,O,                           
3509,582419,AE       ,BRKR PITMAN   69 KV   PITMAN   OCB A            ,26-MAY-2015,0600,26-MAY-2015,1800,O, Received 02/23/2015 14:25 
3509,582419,AE       ,LINE PITMAN   69 KV   PITMAN-WASHINGT 0753      ,26-MAY-2015,0600,26-MAY-2015,1800,O,Continuous                
3509,582419,AE       ,BRKR WASHINGT 69 KV   WASHINGT GCB D        CB  ,26-MAY-2015,0600,26-MAY-2015,1800,O,Relay Maintenance Impact 
3510,582962,AE       ,XFMR MILL     138 KV  MILL     MILL #2  XFORMER ,26-MAY-2015,0600,30-MAY-2015,1800,O, Received 02/27/2015 16:13 
3510,582962,AE       ,BRKR MILL     69 KV   MILL OCB B                ,26-MAY-2015,0600,30-MAY-2015,1800,O,Continuous                
3510,582962,AE       ,BRKR MILL     69 KV   MILL BUSOCB H             ,26-MAY-2015,0600,30-MAY-2015,1800,O,C.B. Replacement          
3510,582962,AE       ,LINE MARVENT1 69 KV   MARVENT1-MILL 0749-1      ,26-MAY-2015,0600,30-MAY-2015,1800,O,                           
3510,582962,AE       ,BRKR MILL     69 KV   MILL     69 KV OCB W CB   ,26-MAY-2015,0600,30-MAY-2015,1800,O,                           
3510,582962,AE       ,BRKR MILL     69 KV   MILL     69 KV OCB N CB   ,26-MAY-2015,0600,30-MAY-2015,1800,O,                           
3510,582962,AE       ,LINE MILL     69 KV   MILL-TUCKAHOE 0750-2      ,26-MAY-2015,0600,30-MAY-2015,1800,O,                           
3510,582962,AE       ,BRKR MILL     69 KV   MILL ST DIS               ,26-MAY-2015,0600,30-MAY-2015,1800,O,                           
3510,582962,AE       ,LINE MARVENAE 69 KV   MARVENAE-MILL 0749        ,26-MAY-2015,0600,30-MAY-2015,1800,O,                           
3511,583348,AE       ,XFMR CORSON   138 KV  CORSON   CORS #2  XFORMER ,26-MAY-2015,0600,26-MAY-2015,1800,O, Received 12/08/2014 14:44 
3511,583348,AE       ,BRKR CORSON   138 KV  CORSON   OCB R            ,26-MAY-2015,0600,26-MAY-2015,1800,O,Continuous                
3511,583348,AE       ,BRKR CORSON   138 KV  CORSON   BUS OCB T        ,26-MAY-2015,0600,26-MAY-2015,1800,O,Relay Maintenance Impact 
3511,583348,AE       ,BRKR CORSON   138 KV  CORSON   BUS OCB V        ,26-MAY-2015,0600,26-MAY-2015,1800,O,                           
3511,583348,AE       ,LINE CORSON   138 KV  CORSON-MIDDLTAP 1403-2    ,26-MAY-2015,0600,26-MAY-2015,1800,O,                           
